İlan Tarihi,Marka,Arac Tip Grubu,Arac Tip,Model Yıl,Yakıt Turu,Vites,CCM,Beygir Gucu,Renk,Kasa Tipi,Kimden,Durum,Km,Fiyat
12/05/2020,Jeep,Cherokee,5.2,2000.0,Benzin/LPG,Otomatik Vites,2001-2500 cc,126-150 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,249038,70750
06/05/2020,Renault,Clio,"1.2
",2015.0,Benzin,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,45000,85000
06/05/2020,Renault,Fluence,1.5 dCi Icon,2013.0,Dizel,Düz Vites,1301-1600 cc,51-75 BG,Siyah ,Sedan,Galeriden,2. El,175,88500
05/05/2020,Renault,Fluence,1.5 dCi Icon,2014.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Galeriden,2. El,108000,124000
05/05/2020,Renault,R 9,1.4 Broadway 1.4 Broadway,1989.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,295000,19000
05/05/2020,Renault,Clio,1.2 Extreme,2008.0,Benzin,Yarı Otomatik Vites,1300 cc ve altı,76-100 BG,Füme ,Hatchback 5 Kapı,Sahibinden,2. El,117000,59500
05/05/2020,Renault,Clio,Diğer,2005.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,206000,40750
05/05/2020,Renault,Fluence,1.5 dCi Business,2012.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Galeriden,2. El,163000,78500
05/05/2020,Renault,Clio,1.2 Icon,2013.0,Benzin,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,60000,82000
05/05/2020,Renault,Megane III,Megane III,2011.0,Dizel,Düz Vites,Bilmiyorum,101-125 BG,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,300,64500
05/05/2020,Renault,Fluence,1.5 dCi Icon,2015.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,89000,115000
04/05/2020,Renault,Fluence,1.5 dCi Extreme Edition,2012.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,278000,64000
04/05/2020,Renault,Symbol,1.5 dCi Authentique,2011.0,Dizel,Düz Vites,1301-1600 cc,51-75 BG,Gri ,Sedan,Sahibinden,2. El,550000,31250
03/05/2020,Renault,Megane,1.5 dCi Touch,2013.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,153000,85750
03/05/2020,Renault,Fluence,1.5 dCi Extreme Edition,2012.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,208,72500
03/05/2020,Renault,Fluence,1.5 dCi Business,2012.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,217,66000
03/05/2020,Renault,Fluence,1.5 dCi Extreme Edition,2012.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,167,74000
03/05/2020,Renault,Symbol,1.5 dCi Authentique,2011.0,Dizel,Düz Vites,1301-1600 cc,51-75 BG,Füme ,Sedan,Sahibinden,2. El,117000,61000
02/05/2020,Renault,9,Broadway,1997.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,193000,18750
27/05/2020,Audi,A3,A3 Sedan 1.6 TDI Dynamic,2017.0,Dizel,Otomatik Vites,1301-1600 cc,151-175 BG,Lacivert ,Sedan,Galeriden,2. El,52500,208500
02/05/2020,Renault,Symbol,1.5 dCi Authentique,2011.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Sedan,Galeriden,2. El,155000,42750
02/05/2020,Renault,Symbol,1.5 dCi Joy,2019.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,0 km,400,120000
02/05/2020,Renault,Clio,1.0 TCe Icon,2020.0,Benzin,Düz Vites,1300 cc ve altı,100 BG ve altı,Mavi ,Hatchback 5 Kapı,Sahibinden,0 km,0,144500
02/05/2020,Renault,Fluence,1.5 dCi Touch,2016.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,86950,125000
02/05/2020,Renault,Scenic,1.5 dCi Icon,2014.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,MPV,Galeriden,2. El,87000,135000
02/05/2020,Renault,Clio,1.2 Authentique,2004.0,Benzin/LPG,Düz Vites,Bilmiyorum,76-100 BG,Yeşil ,Hatchback 5 Kapı,Sahibinden,2. El,145500,43000
02/05/2020,Renault,Megane,1.6 Joy,2017.0,Benzin,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,13650,113500
01/05/2020,Renault,Fluence,1.5 dCi Joy,2013.0,Dizel,Düz Vites,Bilmiyorum,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,245000,68500
01/05/2020,Renault,11,-,2011.0,Dizel,Düz Vites,1601-1800 cc,100 BG ve altı,Beyaz ,Sedan,Sahibinden,2. El,350000,45750
01/05/2020,Renault,Fluence,1.5 dCi Touch,2015.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,184000,91000
01/05/2020,Renault,Megane,1.6 RXT,2002.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,76-100 BG,Bordo ,Sedan,Galeriden,2. El,50000,75000
01/05/2020,Renault,Megane,1.2 TCe Bose,2019.0,Benzin,Düz Vites,1301-1600 cc,126-150 BG,Beyaz ,Sedan,Sahibinden,2. El,2600,135000
01/05/2020,Renault,Symbol,1.5 dCi Joy,2014.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,150000,59500
01/05/2020,Renault,Megane,1.6 Joy,2017.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,43000,99750
01/05/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,115000,69950
01/05/2020,Renault,Megane,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,123000,106950
01/05/2020,Renault,Clio,1.5 dCi Touch,2019.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,32483,129900
01/05/2020,Renault,Megane,1.5 dCi Touch,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,59000,114900
01/05/2020,Renault,Symbol,1.5 dCi Expression,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,126000,53950
20/05/2020,BMW,7 Serisi,740d xDrive Exclusive,2012.0,Dizel,Otomatik Vites,3501-4000 cc,251-275 BG,Beyaz ,Sedan,Galeriden,2. El,128707,597500
01/05/2020,Renault,Safrane,2.0 RXE,1994.0,Benzin,Düz Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,181000,34950
01/05/2020,Renault,Clio,1.5 dCi Grandtour Authentique Edition,2012.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Gümüş Gri ,Station Wagon,Galeriden,2. El,181000,59950
01/05/2020,Renault,Megane,1.5 dCi Touch,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,85000,139950
01/05/2020,Renault,Clio,1.5 dCi SportTourer Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,94000,85850
01/05/2020,Renault,Symbol,1.5 dCi Joy,2014.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,189000,54950
01/05/2020,Renault,Clio,1.5 dCi Icon,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Bordo ,Hatchback 5 Kapı,Galeriden,2. El,137000,89650
01/05/2020,Renault,Megane,1.5 dCi Icon,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,65000,159900
01/05/2020,Renault,Fluence,1.5 dCi Touch,2014.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,165000,87500
01/05/2020,Renault,Fluence,1.5 dCi Touch Plus,2014.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,130000,92500
01/05/2020,Renault,Clio,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130640,80850
01/05/2020,Renault,Fluence,1.5 dCi Touch,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,157787,95500
01/05/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,68000,69850
01/05/2020,Renault,Clio,1.5 dCi Touch,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,28000,112850
01/05/2020,Renault,Clio,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,87000,86000
01/05/2020,Renault,Fluence,1.5 dCi Touch,2015.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,128750,99999
30/04/2020,Renault,Megane,1.5 dCi Icon,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,51000,166000
30/04/2020,Renault,Megane,1.6 Extreme,2010.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,172000,61000
30/04/2020,Renault,Broadway,Broadway,1992.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Bordo ,Sedan,Sahibinden,2. El,366,15000
11/06/2020,Peugeot,2008,1.2 PureTech GT Line,2020.0,Benzin,Otomatik Vites,1300 cc ve altı,126-150 BG,Gri ,Arazi Aracı,Galeriden,0 km,10,269500
29/04/2020,Renault,9,Broadway GTE,1996.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Beyaz ,Sedan,Sahibinden,2. El,256000,18250
29/04/2020,Renault,9,Broadway GTE,1996.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Beyaz ,Sedan,Sahibinden,2. El,255000,18250
29/04/2020,Renault,Megane,1.5 dCi Touch,2018.0,Benzin,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Diğer,Yetkili,0 km,14492,124250
29/04/2020,Renault,Symbol,1.5 dCi Joy,2013.0,Dizel,Düz Vites,1301-1600 cc,51-75 BG,Beyaz ,Sedan,Sahibinden,2. El,233250,57500
29/04/2020,Renault,Clio,1.6 Dynamique,2006.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,201000,57500
29/04/2020,Renault,Clio,1.6 RTE,2000.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,76-100 BG,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,78000,32500
29/04/2020,Renault,Laguna,2.0 RXE,1998.0,Benzin/LPG,Düz Vites,1801-2000 cc,101-125 BG,Yeşil ,Hatchback 5 Kapı,Sahibinden,2. El,410000,26000
29/04/2020,Renault,Clio,"1.2
",2007.0,Benzin,Düz Vites,1300 cc ve altı,51-75 BG,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,89000,53500
29/04/2020,Renault,Fluence,1.5 dCi Touch,2015.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,155000,85000
28/04/2020,Renault,Megane,1.6 Joy,2017.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,53000,121000
27/04/2020,Renault,9,Broadway RNi,1998.0,Benzin/LPG,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Sedan,Sahibinden,2. El,340000,19500
27/04/2020,Renault,Laguna,"2.0
",2003.0,Benzin/LPG,Otomatik Vites,1801-2000 cc,51-75 BG,Gri ,Spor / Coupe,Galeriden,2. El,11,31000
27/04/2020,Renault,Clio,1.2 Extreme,2011.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,80000,65000
27/04/2020,Renault,Fluence,1.5 dCi Touch,2015.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,124000,103000
27/04/2020,Renault,12,TX,1985.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Şampanya ,Sedan,Sahibinden,2. El,177000,15000
27/04/2020,Renault,Clio,1.5 dCi Joy,2015.0,Dizel,Düz Vites,1301-1600 cc,51-75 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,116000,87000
26/04/2020,Renault,Megane II,Megane II,2005.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Sedan,Galeriden,2. El,185600,38500
26/04/2020,Renault,Clio,0.9 Icon,2013.0,Benzin/LPG,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,55000,86500
26/04/2020,Renault,Fluence,1.5 dCi Icon,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,158000,106000
03/06/2020,Hyundai,I20,1.2 Team,2011.0,Benzin,Düz Vites,1300 cc ve altı,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,220000,49500
25/04/2020,Renault,Megane III,Megane III,2011.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,195000,72500
25/04/2020,Renault,Megane,1.5 dCi Touch Plus,2016.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,149500,140500
25/04/2020,Renault,Scenic,1.6 Privilege,2004.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Gri ,MPV,Galeriden,2. El,216000,63000
24/04/2020,Renault,Megane,1.6 RTX,2001.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Lacivert ,Sedan,Sahibinden,2. El,277000,39700
24/04/2020,Renault,16,Diğer,2006.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,76-100 BG,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,201000,57500
23/04/2020,Renault,19,1.9 Europa RT,2000.0,Dizel,Düz Vites,1801-2000 cc,76-100 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,55000,23900
23/04/2020,Renault,Megane III,Megane III,2012.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,333010,62750
23/04/2020,Renault,11,-,2016.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,90000,119900
23/04/2020,Renault,Megane,1.6 RTE,2000.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,275000,42750
23/04/2020,Renault,Clio,1.5 dCi Joy,2012.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Bordo ,Sedan,Galeriden,2. El,286000,65000
22/04/2020,Renault,Fluence,1.5 dCi Touch,2015.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,112500,99999
22/04/2020,Renault,Fluence,1.5 dCi Icon,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,123000,112900
22/04/2020,Renault,Safrane,2.0,1996.0,Benzin/LPG,Düz Vites,1801-2000 cc,Bilmiyorum,Bordo ,Hatchback 5 Kapı,Galeriden,2. El,298000,24500
22/04/2020,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,45207,151000
22/04/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,130492,68500
22/04/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,116306,77000
22/04/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,201336,69950
22/04/2020,Renault,Symbol,1.5 dCi Joy,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,99642,69950
03/06/2020,Hyundai,I20,1.2 Team,2011.0,Benzin,Düz Vites,1300 cc ve altı,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,220000,49500
22/04/2020,Renault,Megane,1.5 dCi Touch,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,46168,142500
22/04/2020,Renault,Clio,1.5 dCi Icon,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,68520,119950
22/04/2020,Renault,Megane,1.5 dCi Icon,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,76496,157500
22/04/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,96790,76500
22/04/2020,Renault,Clio,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,158860,79000
22/04/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,201953,70000
22/04/2020,Renault,Megane,1.5 dCi Touch,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,29378,146500
22/04/2020,Renault,Clio,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,98603,82750
22/04/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,147103,68500
22/04/2020,Renault,Symbol,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,70790,75000
22/04/2020,Renault,Megane,1.5 dCi Touch,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,168615,121500
22/04/2020,Renault,Fluence,1.5 dCi Touch,2015.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,167817,96650
22/04/2020,Renault,Megane,1.6 RTA,2001.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,290000,34750
22/04/2020,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,83000,87500
22/04/2020,Renault,Clio,1.5 dCi SportTourer Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,71000,88500
22/04/2020,Renault,Megane,1.5 dCi Joy,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,125500
22/04/2020,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,56000,141500
22/04/2020,Renault,Megane,1.5 dCi Joy,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,65000,129000
22/04/2020,Renault,Fluence,1.5 dCi Business,2012.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,171000,72900
09/04/2020,Audi,Q7,3.0 TDI Quattro,2006.0,Dizel,Otomatik Vites,2501-3000 cc,276-300 BG,Gri ,Arazi Aracı,Galeriden,2. El,274654,162750
22/04/2020,Renault,Clio,Diğer,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,178000,46500
22/04/2020,Renault,Fluence,1.5 dCi Touch,2014.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,200000,87500
22/04/2020,Renault,Fluence,1.5 dCi Touch,2015.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,204000,91500
22/04/2020,Renault,Megane,1.5 dCi Icon,2015.0,Dizel,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,120000,94800
22/04/2020,Renault,Megane,1.4 Authentique,2003.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Lacivert ,Sedan,Galeriden,2. El,246000,34250
22/04/2020,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,137057,72500
22/04/2020,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,95413,76500
22/04/2020,Renault,Symbol,1.5 dCi Joy,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,86000,68550
22/04/2020,Renault,Clio,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,73000,111950
22/04/2020,Renault,Fluence,1.5 dCi Joy,2013.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,202000,64950
22/04/2020,Renault,R 9,1.4 Broadway 1.4 Broadway,1992.0,Benzin/LPG,Düz Vites,Bilmiyorum,51-75 BG,Beyaz ,Sedan,Sahibinden,2. El,128000,18000
22/04/2020,Renault,Symbol,1.2 Touch,2016.0,Benzin,Düz Vites,1300 cc ve altı,51-75 BG,Gümüş ,Sedan,Galeriden,2. El,23000,69990
22/04/2020,Renault,Captur,1.2 Turbo Icon EDC,2013.0,Benzin,Otomatik Vites,1300 cc ve altı,101-125 BG,Siyah ,Arazi Aracı,Galeriden,2. El,102000,113250
22/04/2020,Renault,Megane,"2.0
",1998.0,Benzin,Düz Vites,1801-2000 cc,101-125 BG,Siyah ,Sedan,Galeriden,2. El,275000,27000
22/04/2020,Renault,9,Broadway RN,1997.0,Benzin/LPG,Düz Vites,1301-1600 cc,100 BG ve altı,Siyah ,Sedan,Galeriden,2. El,245000,16750
22/04/2020,Renault,Clio,"1.5 dCi
",2003.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,250000,29000
21/04/2020,Renault,Fluence,1.5 dCi Icon,2016.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,90000,107000
21/04/2020,Renault,Symbol,-,2019.0,Dizel,Düz Vites,1300 cc ve altı,100 BG ve altı,Lacivert ,Diğer,Yetkili,0 km,5757,90900
21/04/2020,Renault,21,Manager,1994.0,Benzin/LPG,Düz Vites,1601-1800 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,274000,11750
27/05/2020,Mercedes,A Serisi,A 180 CDI BlueEfficiency Style,2014.0,Dizel,Otomatik Vites,1301-1600 cc,126-150 BG,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,182000,199500
21/04/2020,Renault,Clio,1.5 dCi Joy,2016.0,Dizel,Düz Vites,1301-1600 cc,51-75 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,126600,89500
20/04/2020,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,72000,87000
20/04/2020,Renault,Symbol,1.5 dCi Authentique,2008.0,Dizel,Düz Vites,1301-1600 cc,51-75 BG,Gümüş ,Sedan,Galeriden,2. El,175000,34990
20/04/2020,Renault,12,Diğer,1995.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Kırmızı ,Station Wagon,Sahibinden,2. El,60000,18500
20/04/2020,Renault,Symbol,"1.2
",2012.0,Benzin/LPG,Düz Vites,Bilmiyorum,Bilmiyorum,Beyaz ,Sedan,Sahibinden,2. El,151000,43000
19/04/2020,Renault,Symbol,1.5 dCi Joy,2013.0,Dizel,Düz Vites,1301-1600 cc,51-75 BG,Beyaz ,Sedan,Sahibinden,2. El,173000,61750
19/04/2020,Renault,9,Broadway RL,1998.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,338000,19000
19/04/2020,Renault,Clio,"1.5 dCi
",2016.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,59000,84900
19/04/2020,Renault,Fluence,1.5 dCi Extreme Edition,2012.0,Dizel,Düz Vites,1601-1800 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,218000,69000
18/04/2020,Renault,Clio,1.5 dCi Touch,2018.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,15000,112000
18/04/2020,Renault,Laguna,2.0 RXT,2000.0,Benzin/LPG,Düz Vites,1801-2000 cc,126-150 BG,Gri ,Sedan,Sahibinden,2. El,171000,44500
18/04/2020,Renault,14,14,2014.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,86000,69000
